Name,ID,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
Lokono,araw1276,0,0,5,0,0,13,12,13,3,10,2,0,2,1,5,2,0,8,7,0,1,9,6,1,3,2,6,0,0,14,0,3,0,0,0,0,0
Arbëreshë Albanian,arbe1236,0,0,6,0,0,29,14,21,14,11,1,1,3,2,8,3,2,19,12,9,8,16,11,1,9,3,3,0,0,25,0,0,0,0,0,0,0
Arbëreshë Albanian,arbe1236,0,0,7,0,0,30,14,22,15,11,1,1,3,2,8,3,2,21,12,11,8,16,11,1,8,2,2,0,0,25,0,0,0,0,0,0,0
Arbore,arbo1245,0,0,10,0,27,44,25,26,14,18,2,0,7,2,15,6,2,27,18,15,11,23,17,2,8,6,4,0,0,37,0,8,7,0,6,4,0
Archi,arch1244,0,0,10,0,18,78,16,50,56,14,0,0,2,10,40,35,0,40,29,11,22,44,14,4,5,29,6,16,0,31,0,12,18,0,17,0,0
Argobba,argo1244,0,0,8,0,1,26,15,19,10,12,1,0,3,1,12,7,1,14,7,6,7,17,12,2,4,4,7,0,0,22,0,5,6,0,5,0,0
Arhuaco,arhu1242,0,0,16,0,0,15,19,21,6,17,1,0,2,0,12,8,0,8,6,2,4,18,14,3,7,8,14,0,0,25,0,1,1,0,0,0,0
Arhuaco,arhu1242,0,0,6,0,0,15,10,9,4,7,1,0,3,0,5,2,0,8,6,2,4,8,4,1,2,2,4,0,0,15,0,0,1,0,0,0,0
Arikapú,arik1265,0,0,14,0,0,8,19,18,2,17,1,0,8,0,7,5,0,4,3,1,1,17,9,2,6,5,11,0,0,19,0,1,1,0,0,0,0
Aringa,arin1244,5,0,9,0,0,33,27,21,8,16,4,0,12,1,17,5,3,16,15,3,5,20,15,1,6,5,6,0,0,36,0,0,3,0,0,2,0
Aritinngitigh,arit1239,0,0,5,0,0,14,15,13,3,10,0,1,5,1,6,3,0,9,8,4,0,11,9,2,4,2,5,0,0,18,0,0,0,0,0,0,0
Asháninka,asha1243,0,0,8,0,4,12,13,14,6,10,1,0,3,0,5,2,0,7,5,2,4,10,4,2,5,2,7,0,0,14,0,1,0,0,0,0,0
Asháninka,asha1243,0,0,4,0,0,14,10,11,6,7,1,0,3,0,5,2,0,9,7,4,4,9,6,1,5,2,5,0,0,11,0,1,1,0,0,0,0
Asháninka,asha1243,0,0,4,0,0,13,9,10,6,6,1,0,3,0,4,1,0,9,6,3,4,6,3,1,3,1,4,0,0,10,0,1,0,0,0,0,0
Ashe,ashe1269,3,0,9,0,0,21,17,19,6,13,1,1,4,0,11,5,1,11,6,4,3,20,15,1,8,5,6,0,0,24,0,1,0,0,0,0,0
Ashéninka Perené,ashe1272,0,0,10,0,5,15,18,17,6,14,2,0,4,0,5,3,0,10,7,3,5,16,10,2,8,3,10,0,0,18,0,2,0,0,0,0,0
Assamese,assa1263,0,0,14,0,0,20,21,21,3,18,0,1,9,1,12,7,0,9,9,0,2,22,12,3,7,7,10,0,0,25,0,6,0,0,0,0,0
Assamese,assa1263,0,0,15,0,1,19,22,22,3,19,0,1,10,1,13,8,0,9,9,5,2,22,13,2,7,9,7,0,0,30,0,7,0,0,0,0,0
Assamese,assa1263,0,0,10,0,0,19,17,18,4,14,0,0,5,1,11,6,0,9,8,1,2,18,12,2,3,8,5,0,0,24,0,7,0,0,0,0,0
Asturian-Leonese-Cantabrian,astu1245,0,0,5,0,0,18,14,15,6,11,1,1,3,1,7,3,1,12,8,6,4,11,8,1,5,3,5,0,0,17,0,0,0,0,0,0,0
Asturian-Leonese-Cantabrian,astu1245,0,0,5,0,0,19,15,17,6,12,1,1,3,2,7,3,1,12,8,7,3,13,10,1,6,3,5,0,0,18,0,0,0,0,0,0,0
Atampaya,atam1239,0,0,8,0,4,15,18,16,3,13,0,1,5,1,6,3,0,10,9,5,0,15,11,2,7,3,8,0,0,21,0,0,0,0,0,0,0
Atampaya,atam1239,0,0,4,0,0,15,14,9,0,9,0,1,5,1,5,2,0,10,9,5,0,11,9,1,5,2,5,0,0,14,0,0,0,5,0,0,0
Atayal,atay1247,0,0,7,0,2,17,14,17,7,11,1,0,3,1,7,4,0,7,6,1,3,15,10,2,4,6,6,0,0,17,0,0,1,0,0,0,0
Atayal,atay1247,0,0,8,1,2,17,15,18,7,12,1,0,3,1,7,4,0,7,6,1,3,16,10,2,4,6,6,0,0,18,0,0,1,0,0,0,0
Atayal,atay1247,0,0,6,0,0,16,12,16,7,10,0,1,2,1,7,4,0,7,6,1,3,13,8,2,4,5,5,0,0,15,0,0,1,0,0,0,0
Attié,atti1239,8,0,15,0,0,21,20,24,9,19,0,1,7,1,16,9,2,12,7,5,6,23,12,2,11,6,9,0,0,28,0,1,0,0,0,0,0
Au,auuu1241,0,0,7,0,1,8,12,12,2,10,1,0,2,0,7,5,0,4,4,0,1,11,7,2,2,3,6,0,0,13,0,0,0,0,0,0,0
Avá-Canoeiro,avac1239,0,0,12,0,0,10,18,16,2,15,1,0,9,0,8,6,0,4,3,1,1,18,11,2,5,6,12,0,0,19,0,0,0,0,0,0,0
Avar,avar1256,0,0,5,0,0,51,11,35,34,9,0,1,2,7,31,27,0,30,22,8,16,23,12,1,3,11,6,0,0,23,4,19,14,0,13,0,0
Avar,avar1256,0,0,5,0,15,41,11,25,28,9,0,0,2,5,8,3,1,24,17,7,14,19,10,3,3,9,4,0,0,17,0,6,10,0,10,0,0
Avatime,avat1244,4,0,18,0,0,22,26,31,12,21,0,0,14,1,21,12,2,9,8,1,4,27,17,2,10,9,10,0,0,36,0,4,0,0,0,0,0
Avikam,avik1243,3,0,6,0,0,24,14,16,9,9,0,1,5,1,13,4,2,12,7,5,6,14,10,1,3,4,5,0,0,24,0,0,0,0,0,1,0
Avokaya,avok1242,4,0,14,0,7,33,32,28,9,22,0,4,11,1,17,6,3,16,15,1,5,26,18,2,9,6,7,0,0,41,0,1,3,0,0,2,0
Awabakal,awab1243,0,0,3,0,0,10,12,8,0,8,0,1,4,1,4,2,0,7,6,2,0,9,8,1,4,2,4,0,0,12,0,0,0,0,0,0,0
Awa-Cuaiquer,awac1239,0,0,10,0,0,13,16,19,7,14,1,0,7,1,5,3,0,10,7,3,6,13,9,2,5,3,10,0,0,18,0,1,0,0,0,0,0
Awa-Cuaiquer,awac1239,0,0,7,0,0,12,13,15,5,10,0,0,3,2,5,3,0,8,6,3,4,11,10,1,3,3,8,0,0,12,0,0,0,0,0,0,0
Awadhi,awad1243,0,0,8,0,0,33,22,19,7,16,2,2,6,2,10,4,0,22,10,9,1,20,14,2,10,5,6,0,0,33,0,16,0,0,0,0,0
Awara,awar1248,0,0,6,0,0,17,12,12,4,8,0,0,4,1,10,6,0,5,5,0,1,14,10,1,3,3,5,0,0,18,0,1,1,0,0,0,0
Awetí,awet1244,0,0,12,0,0,12,19,18,3,16,1,0,9,1,7,5,0,6,5,0,2,17,11,2,5,5,8,0,0,21,0,0,1,0,0,0,0
Awing,awin1248,0,0,17,0,8,37,34,31,13,21,0,0,13,2,21,14,1,18,11,7,9,33,21,2,13,6,11,0,0,40,0,0,1,0,0,0,0
Awiyaana,awiy1238,3,0,6,0,3,9,13,9,0,9,1,0,4,0,6,3,0,4,4,0,0,9,5,1,3,3,5,0,0,13,0,0,1,0,0,0,0
Awngi,awng1244,4,0,7,0,0,26,15,15,8,11,1,0,4,1,12,8,1,12,8,3,7,19,11,2,4,7,5,0,0,24,0,0,0,0,0,0,0
Awngi,awng1244,0,0,7,0,0,26,15,15,8,11,1,0,4,1,12,8,1,12,8,3,7,19,11,2,4,7,5,0,0,24,0,0,0,0,0,0,0
Awngi,awng1244,3,0,6,0,0,27,14,18,12,10,0,1,4,1,12,8,1,13,10,4,8,18,11,1,3,7,7,0,0,22,0,1,0,0,0,0,0
Awtuw,awtu1239,0,0,7,0,0,9,14,11,0,11,1,0,3,1,5,3,0,5,5,0,0,11,6,2,4,3,6,0,0,15,0,3,0,0,0,0,0
Axi Yi,axiy1235,0,0,16,0,0,38,18,31,22,15,0,0,3,2,10,4,2,26,18,5,17,25,17,2,11,6,10,0,0,32,0,7,8,0,0,0,0
Yintyinka-Ayabadhu,ayab1239,0,0,10,0,5,13,20,15,0,15,0,1,5,1,7,5,0,9,8,4,0,16,10,2,7,5,10,0,0,20,0,0,1,0,0,0,0
Yintyinka-Ayabadhu,ayab1239,0,0,10,0,5,13,19,14,0,14,0,1,5,1,7,5,0,8,8,4,0,16,10,2,7,5,10,0,0,19,0,0,1,0,0,0,0
Ayacucho Quechua,ayac1239,0,0,3,0,0,12,10,9,3,7,1,0,3,2,4,2,0,8,5,3,2,8,6,1,3,3,3,0,0,10,0,1,0,0,0,0,0
Ayere,ayer1245,3,0,14,0,0,22,23,26,9,19,0,1,11,1,15,8,2,12,7,5,6,23,13,2,9,7,11,0,0,31,0,1,0,0,0,0,0
Ayoreo,ayor1240,0,0,10,0,0,17,20,15,3,13,1,0,12,0,9,5,0,9,6,3,2,17,11,2,7,5,10,0,0,20,0,1,1,0,0,0,0
Baangi,baan1242,1,0,27,0,9,25,33,37,9,31,0,1,11,1,19,11,2,12,9,3,6,34,16,3,11,10,17,0,0,42,0,1,3,0,0,2,0
Baatonum,baat1238,0,0,12,0,0,15,18,20,4,16,1,0,7,1,12,6,1,7,7,0,2,18,10,2,6,6,8,0,0,23,0,1,0,0,0,0,0
Baatonum,baat1238,2,0,12,0,0,14,18,19,3,16,0,1,7,1,12,6,1,6,6,0,1,18,10,2,6,6,8,0,0,22,0,1,0,0,0,0,0
Baba,baba1264,0,0,7,0,0,21,16,18,10,11,0,1,5,1,8,3,2,11,7,4,6,16,12,1,4,3,7,0,0,22,0,0,0,0,0,0,0
Babanki,baba1266,0,0,7,0,0,24,14,17,13,10,0,0,4,1,9,3,4,13,8,5,8,14,10,1,4,3,7,0,0,24,0,0,1,0,0,0,0
Badaga,bada1257,0,0,13,0,4,23,23,23,5,18,0,1,5,2,9,5,1,15,6,6,2,23,14,2,9,6,10,0,0,30,0,0,0,0,0,0,0
Bade,bade1248,4,0,9,0,5,31,17,24,13,13,0,1,4,3,14,8,2,16,11,5,5,23,15,6,7,8,9,0,0,31,0,0,0,0,0,4,0
Badimaya,badi1246,0,0,3,0,0,18,17,11,0,11,0,1,6,4,4,2,0,14,10,6,0,10,9,1,5,2,4,0,0,17,0,0,0,0,0,0,0
Jaad-Badyara,bady1239,0,0,18,0,6,22,31,27,7,22,0,1,21,1,14,7,1,12,8,4,3,25,13,3,9,7,14,0,0,35,0,1,0,0,0,0,0
Bafaw-Balong,bafa1247,4,0,16,0,8,25,30,23,4,19,0,0,11,1,15,7,1,11,7,4,2,27,15,2,10,7,10,0,0,35,0,0,1,0,0,1,0
Bafanji,bafa1249,3,0,30,0,10,24,44,37,7,33,0,0,21,1,22,16,2,11,7,4,5,40,19,6,11,13,17,0,0,47,0,3,0,0,0,0,0
Bafia,bafi1243,4,0,20,0,10,24,28,30,8,24,0,1,4,1,15,7,2,11,8,3,4,29,15,2,8,7,12,0,0,38,0,1,1,0,0,2,0
Bafia,bafi1243,5,0,18,0,7,23,26,27,7,22,0,1,4,1,15,7,2,11,8,3,4,27,14,3,8,9,11,0,0,36,0,0,0,0,0,2,0
Bafut,bafu1246,10,0,18,0,9,19,25,28,8,22,0,1,3,1,10,7,1,11,9,2,6,24,12,2,7,7,12,0,0,32,0,0,1,0,0,0,0
Baga Sitemu,baga1272,0,0,8,0,0,15,15,15,4,12,0,1,3,1,9,4,1,7,6,3,2,14,9,1,4,4,7,0,0,19,0,1,0,0,0,0,0
Baga Koga,baga1273,0,0,8,0,0,15,16,14,3,12,0,1,4,1,9,4,1,8,7,1,2,14,8,1,5,4,6,0,0,19,0,0,0,0,0,0,0
Bagirmi,bagi1246,3,0,16,0,5,26,24,27,7,20,0,1,4,1,14,7,2,15,7,8,3,25,15,2,11,8,11,0,0,34,0,1,1,0,0,3,0
Baima,baim1244,0,0,26,0,0,39,32,42,22,28,0,1,14,1,21,16,0,29,21,15,21,39,27,7,22,14,18,0,0,48,0,10,0,0,0,0,0
Baka (Cameroon),baka1272,3,0,7,0,0,22,18,13,5,10,0,0,8,1,12,4,0,10,7,3,3,16,11,1,5,4,6,0,0,25,0,1,1,0,0,2,0
Baka (Cameroon),baka1272,6,0,7,0,0,22,18,13,3,10,0,0,8,1,12,4,0,10,7,3,1,18,13,1,7,4,6,0,0,25,0,1,1,0,0,2,0
Bakaka,baka1273,2,0,14,0,7,12,19,20,4,16,0,0,3,0,11,7,1,6,5,1,2,19,9,2,8,7,10,0,0,24,0,1,0,0,0,0,0
Bakaka,baka1273,2,0,14,0,7,13,21,19,2,17,0,0,4,1,10,7,0,7,5,2,1,21,11,2,9,7,10,0,0,25,0,1,0,0,0,0,0
Bakaka,baka1273,2,0,13,0,6,16,20,20,4,16,0,0,4,1,9,6,0,9,6,3,3,20,10,2,9,6,9,0,0,25,0,1,1,0,0,0,0
Baka (Sudan),baka1274,0,0,10,0,0,33,21,30,14,17,2,2,4,1,16,6,3,17,13,6,6,24,16,4,8,7,6,0,0,33,0,1,0,0,0,2,0
Bakairí,baka1277,0,0,14,0,0,13,20,22,4,18,1,0,9,1,8,5,0,8,7,1,3,18,10,2,5,5,12,0,0,24,0,1,0,0,0,0,0
Bakairí,baka1277,0,0,12,0,0,14,18,21,5,16,0,0,7,1,8,5,0,9,7,2,4,16,8,2,6,5,11,0,0,23,0,1,0,0,0,0,0
Bakairí,baka1277,0,0,12,0,0,13,18,19,3,16,1,0,8,1,8,5,0,7,6,1,2,16,8,2,5,5,10,0,0,21,0,1,1,0,0,0,0
Bakhtiari,bakh1245,0,0,12,0,6,21,18,24,10,16,1,0,2,1,10,5,2,12,8,5,6,18,11,5,9,10,9,0,0,26,0,6,0,0,0,0,0
Bakoko,bako1249,0,0,7,0,0,23,20,15,6,11,1,0,9,1,13,8,1,10,7,3,3,16,11,1,5,4,6,0,0,26,0,1,0,0,0,0,0
Bakole,bako1250,0,0,7,0,0,25,21,15,5,11,0,1,10,1,16,6,1,10,7,3,2,17,12,1,6,4,6,0,0,27,0,0,0,0,0,0,0
Balanta-Ganja,bala1302,3,0,14,0,7,31,33,24,9,18,0,1,15,1,17,8,2,15,10,7,5,26,16,2,8,7,10,0,0,38,0,2,1,0,0,1,0
Balinese,bali1278,0,0,6,0,0,15,14,12,4,10,0,1,4,1,6,3,0,9,6,3,3,12,8,1,4,3,6,0,0,18,0,1,0,0,0,0,0
Balti,balt1258,0,0,18,5,10,32,25,32,15,22,1,0,3,2,12,8,1,21,14,10,4,33,18,3,14,12,14,0,0,35,0,7,0,0,0,0,0
Balti,balt1258,0,0,5,0,0,32,12,16,15,9,0,0,3,2,7,3,0,21,10,5,12,14,10,1,3,4,4,0,0,20,0,8,0,0,0,0,0
Bambassi,bamb1262,3,0,10,0,5,20,17,18,6,14,0,1,3,1,9,5,0,11,9,2,5,16,10,2,5,5,10,0,0,21,0,1,5,0,4,0,0
Bambalang,bamb1265,5,0,18,0,8,31,32,28,12,22,0,1,10,1,22,17,1,16,8,8,8,28,17,2,7,7,13,0,0,36,0,2,1,0,0,0,0
Bambara,bamb1269,2,0,24,0,10,29,39,34,6,28,0,1,21,1,26,18,2,12,7,5,2,40,23,4,17,12,15,0,0,47,0,1,0,0,0,0,0
Bambara,bamb1269,0,0,14,0,0,18,22,23,7,18,1,0,11,1,11,7,1,11,7,4,5,20,10,2,8,7,10,0,0,27,0,1,0,0,0,0,0
Bambara,bamb1269,2,0,21,0,7,17,29,29,6,25,0,1,11,1,14,10,1,10,7,3,4,27,12,3,11,10,14,0,0,34,0,1,0,0,0,0,0
Bamenyam,bame1260,0,0,11,0,0,36,25,29,16,17,0,0,8,3,25,18,3,21,13,8,12,28,20,2,15,5,9,0,0,30,0,0,0,0,0,0,0
Bamun,bamu1253,0,0,10,0,0,25,19,22,10,14,1,0,5,1,13,5,3,11,7,4,5,20,14,1,5,4,8,0,0,27,0,1,1,0,0,0,0
Bamunka,bamu1256,0,0,9,0,0,20,16,19,9,12,0,0,4,1,9,4,2,10,5,7,5,17,11,1,5,4,7,0,0,23,0,1,1,0,0,0,0
Bana,bana1305,4,0,3,0,0,35,16,17,13,7,2,0,9,2,16,8,3,13,13,0,5,17,11,0,2,5,3,0,0,28,0,0,2,0,0,2,0
Bandjigali,band1337,0,0,6,0,3,18,20,14,0,14,0,1,6,4,5,3,0,14,10,6,0,13,11,2,6,3,6,0,0,20,0,0,0,0,0,0,0
Banda-Ndélé,band1345,3,0,10,0,0,30,25,24,12,15,2,0,10,1,16,5,4,15,9,6,8,19,13,1,5,4,8,0,0,33,0,1,1,0,0,0,0
Banda-Ndélé,band1345,5,0,8,0,0,29,22,21,11,13,1,1,9,1,15,4,4,14,8,6,7,17,12,1,4,4,7,0,0,30,0,1,1,0,0,0,0
Bandi,band1352,4,0,21,0,7,20,31,29,6,24,0,0,14,1,18,10,2,7,6,1,2,30,15,3,10,10,14,0,0,37,0,1,0,0,0,1,0
Banda Malay,band1353,0,0,5,0,0,16,13,11,2,9,0,1,4,1,7,3,1,9,6,3,1,13,10,1,6,3,6,0,0,17,0,0,0,0,0,0,0
Banggarla,bang1339,0,0,3,0,0,18,17,11,0,11,0,1,6,4,4,2,0,14,10,6,0,10,9,1,5,2,4,0,0,17,0,0,0,0,0,0,0
Bangolan,bang1356,4,0,9,0,0,24,16,22,13,13,1,0,3,1,9,4,2,14,10,5,8,15,9,1,4,4,7,0,0,25,0,1,1,0,0,0,0
Baniwa do Icana,bani1255,0,0,8,0,4,15,15,16,5,13,2,1,2,1,6,3,0,10,8,0,4,12,8,2,5,3,8,0,0,20,0,1,0,0,0,0,0
Baniwa do Icana,bani1255,0,0,12,0,0,22,21,22,7,17,3,0,4,0,14,7,0,12,9,10,4,17,15,5,9,7,13,0,0,26,0,7,0,0,0,0,0
Baniwa do Icana,bani1255,0,0,8,0,4,14,14,12,4,11,1,0,3,1,6,3,0,10,7,3,3,11,7,2,5,3,7,0,0,17,0,1,0,0,0,0,0
Bankon,bank1256,4,0,7,0,0,24,21,13,5,11,0,1,10,1,14,9,1,11,7,4,4,16,11,1,5,4,6,0,0,25,0,0,0,0,0,1,0
Baoulé,baou1238,0,0,7,0,0,14,11,12,2,10,0,0,1,1,10,4,1,6,4,2,1,15,10,1,6,4,6,0,0,16,0,0,0,0,0,0,0
Baoulé,baou1238,4,0,12,0,0,19,19,20,4,16,0,1,8,1,13,6,2,10,7,3,2,21,13,2,9,6,8,0,0,26,0,0,0,0,0,0,0
Barasana-Eduria,bara1380,0,0,6,0,0,9,8,9,1,8,1,0,0,0,5,3,0,5,3,2,0,11,8,1,4,3,6,0,0,12,0,1,0,0,0,0,0
Barbareño,barb1263,0,0,6,0,0,33,16,21,15,12,0,0,4,2,9,4,0,19,13,6,12,18,12,1,4,7,9,0,0,16,0,9,15,0,9,0,0
Barbareño,barb1263,0,0,6,0,0,29,16,17,11,12,0,0,4,2,9,4,0,16,12,4,9,17,11,1,4,7,9,0,0,22,0,8,12,0,0,0,0
Bardi,bard1255,0,0,7,0,3,15,19,14,0,14,0,1,5,3,6,4,0,11,5,2,0,11,8,2,3,4,6,0,0,19,0,0,0,0,0,0,0
Bardi,bard1255,0,0,7,0,3,15,20,15,0,15,0,1,5,3,6,4,0,12,4,4,0,15,12,2,7,4,8,0,0,20,0,0,0,0,0,0,0
Bardi,bard1255,0,0,7,0,3,15,19,14,0,14,0,1,5,3,6,4,0,11,7,3,0,14,11,2,6,4,7,0,0,19,0,0,0,0,0,0,0
Baré,bare1276,0,0,4,0,0,15,12,10,3,8,0,0,4,0,8,3,0,8,6,1,2,9,7,1,3,3,6,0,0,14,0,7,0,0,0,0,0
Barain,bare1279,3,0,10,0,17,26,22,17,2,15,0,1,7,2,11,5,0,15,11,4,2,21,15,2,9,5,10,0,0,30,0,0,0,0,0,0,0
Barain,bare1279,3,0,10,0,5,14,18,15,1,14,0,1,4,1,8,5,0,8,6,2,1,17,11,2,7,5,10,0,0,22,0,0,0,0,0,0,0
Barain,bare1279,2,0,10,0,19,28,23,19,3,16,0,1,7,2,11,5,0,17,13,4,2,22,16,2,10,5,11,0,0,33,0,1,0,0,0,2,0
Barain,bare1279,3,0,10,0,20,28,25,19,2,17,0,2,8,2,11,5,0,16,12,4,2,23,17,2,10,5,11,0,0,33,0,0,0,0,0,0,0
Bariai,bari1286,0,0,5,0,0,12,10,8,1,7,0,1,3,1,5,2,0,6,6,0,1,8,5,1,2,3,4,0,0,13,0,0,0,0,0,0,0
Barí,bari1297,0,0,12,0,0,9,16,15,2,13,0,1,9,0,6,4,0,6,5,1,1,14,8,2,5,4,10,0,0,18,0,1,0,0,0,0,0
Barrow Point,barr1247,0,0,8,0,4,15,19,13,0,13,0,1,6,1,5,3,0,11,8,4,0,14,10,2,7,3,8,0,0,19,0,0,0,0,0,0,0
Baruga,baru1269,0,0,10,0,0,13,14,16,5,12,1,0,7,0,8,4,0,6,5,1,2,14,8,2,5,4,9,0,0,20,0,0,0,0,0,0,0
Basa (Cameroon),basa1284,5,0,7,0,0,25,22,16,4,12,0,1,10,1,16,9,2,11,7,4,1,21,16,1,9,4,7,0,0,28,0,1,0,0,0,1,0
Bashkir,bash1264,0,0,11,0,0,24,18,25,12,15,0,1,3,1,11,6,2,12,9,4,6,19,9,2,6,8,5,0,0,25,0,1,1,0,0,0,0
Bashkir,bash1264,0,0,11,0,1,25,18,27,14,15,0,1,3,1,11,6,2,16,11,6,7,21,11,2,8,7,5,0,0,26,0,1,0,0,0,0,0
Basque,basq1248,0,0,5,0,0,23,12,14,8,9,1,1,3,2,6,2,1,16,8,8,6,12,8,1,6,3,1,0,0,16,0,0,0,0,0,0,0
Basque,basq1248,0,0,5,0,0,21,14,15,7,11,1,1,3,2,7,3,1,14,9,7,5,13,10,1,6,3,4,0,0,19,0,0,0,0,0,0,0
Basque,basq1248,0,0,10,0,5,24,19,21,9,16,1,1,3,2,9,5,1,17,10,9,7,19,13,2,9,5,6,0,0,24,0,0,0,0,0,0,0
Basque,basq1248,0,0,5,0,0,23,14,16,8,11,1,1,3,2,7,3,1,16,9,9,6,14,11,1,7,3,4,0,0,20,0,0,0,0,0,0,0
Basque,basq1248,2,0,10,0,0,22,18,20,8,15,1,1,3,2,9,5,1,15,10,9,6,17,14,3,10,5,10,0,0,21,0,0,0,0,0,0,0
Basque,basq1248,0,0,5,0,0,23,14,16,8,11,1,1,3,2,7,3,1,16,10,8,6,14,11,1,7,3,4,0,0,18,0,0,0,0,0,0,0
Basque,basq1248,0,0,5,0,0,23,12,14,8,9,1,1,3,2,6,2,1,16,8,6,6,12,8,1,6,3,1,0,0,16,0,0,0,0,0,0,0
Bassossi,bass1260,2,0,12,0,4,17,19,18,3,15,0,0,4,1,11,6,0,8,6,2,2,21,13,2,6,7,7,0,0,25,0,1,1,0,0,0,0
Batanga,bata1285,3,0,8,0,0,19,18,13,3,10,0,0,8,1,11,5,2,10,6,6,1,16,11,1,8,4,6,0,0,22,0,0,0,0,0,4,0
Batak Toba,bata1289,0,0,5,0,0,13,12,11,3,9,0,1,3,1,6,3,0,6,5,1,2,11,7,1,3,4,4,0,0,16,0,1,0,0,0,0,0
Batak Toba,bata1289,0,0,9,0,0,15,16,15,4,13,0,1,3,1,7,4,0,8,6,2,3,14,7,2,5,4,6,0,0,20,0,1,1,0,0,0,0
Batak Toba,bata1289,0,0,5,0,0,13,12,11,3,9,0,1,3,1,6,3,0,6,5,1,2,11,7,1,3,4,5,0,0,16,0,1,0,0,0,0,0
Batak Karo,bata1293,0,0,8,0,0,14,14,13,4,11,0,1,3,1,7,4,0,8,6,2,3,12,8,1,3,4,7,0,0,18,0,1,0,0,0,0,0
Bats,bats1242,0,0,10,0,0,33,15,24,17,13,0,1,7,2,10,4,0,17,12,13,10,20,8,4,5,12,8,0,0,25,0,7,7,0,6,0,0
Bats,bats1242,0,0,15,0,4,31,22,31,18,20,1,0,8,2,11,6,1,17,12,8,10,27,12,4,9,15,11,0,0,30,2,8,6,0,6,0,0
Baure,baur1253,0,0,4,0,0,11,9,11,5,7,1,0,2,0,5,2,1,6,4,2,3,7,4,1,3,2,5,0,0,10,0,1,1,0,0,0,0
Bayungu,bayu1240,0,0,6,0,3,18,20,14,0,14,0,1,6,4,5,3,0,14,10,6,0,13,11,2,6,3,6,0,0,20,0,0,0,0,0,0,0
Beembe,beem1239,2,0,20,0,10,16,26,27,8,23,0,0,13,1,16,9,4,8,7,1,3,24,12,4,10,9,10,0,0,27,0,6,0,0,0,0,0
Beembe,beem1239,0,0,10,0,0,15,13,15,8,11,0,0,7,1,11,4,4,7,7,0,3,11,5,2,4,4,4,0,0,14,0,6,0,0,0,0,0
Befang,befa1241,2,0,14,0,6,40,26,28,15,18,0,0,8,2,22,13,3,18,13,5,8,33,23,2,14,8,10,0,0,41,0,1,1,0,0,0,0
Beja,beja1238,0,0,5,0,0,18,11,13,5,9,0,0,2,1,8,5,1,10,6,6,3,11,8,1,3,3,4,0,0,17,0,1,1,0,0,0,0
Bekwarra,bekw1241,3,0,10,0,5,20,19,18,6,14,0,1,5,1,12,5,1,10,6,4,4,19,13,2,6,5,10,0,0,24,0,1,0,0,0,0,0
Belanda Viri,bela1255,5,0,10,0,0,26,23,20,7,14,0,1,9,1,13,5,3,14,10,4,4,22,16,1,8,6,7,0,0,32,0,0,0,0,0,2,0
Belanda Bor,bela1256,3,0,10,0,0,23,23,15,1,14,1,0,9,1,12,5,1,13,9,6,0,22,16,1,9,6,6,0,0,30,0,0,0,0,0,1,0
Lemeting,bela1260,0,0,6,0,0,16,13,12,3,9,0,0,4,1,6,3,0,8,5,3,1,15,11,1,7,4,7,0,0,18,0,1,1,0,0,0,0
Belhariya,belh1239,0,0,9,0,0,25,17,15,6,13,0,2,6,1,9,4,0,14,14,0,5,15,11,1,4,5,8,0,0,25,0,10,1,0,0,0,0
Belize Kriol English,beli1260,0,0,13,0,5,18,20,24,9,17,0,0,5,1,10,5,2,11,6,5,6,18,10,4,7,9,12,0,0,27,0,1,0,0,0,0,0
Bella Coola,bell1243,0,0,3,0,0,25,8,14,10,6,0,0,2,3,11,8,0,12,9,6,3,17,10,1,5,8,2,0,0,8,0,1,9,0,8,0,0
Bemba (Zambia),bemb1257,0,0,10,0,5,13,17,17,5,13,0,0,4,1,9,5,1,7,4,3,3,15,9,2,6,5,10,0,0,18,0,0,0,0,0,0,0
Bena (Tanzania),bena1262,2,0,10,0,5,19,21,18,6,13,0,0,8,1,11,5,2,9,8,1,3,17,11,2,6,5,9,0,0,25,0,4,0,0,0,0,0
Bench,benc1235,6,0,5,0,0,26,11,16,13,9,0,1,2,1,7,3,0,18,10,4,10,12,9,1,5,3,6,0,0,17,0,1,7,0,6,0,0
Bench,benc1235,5,0,5,0,0,44,12,18,16,8,0,1,4,1,14,7,0,25,17,4,15,23,20,1,16,2,5,0,0,24,0,2,11,0,8,0,0
Bengali,beng1280,0,0,14,0,1,30,24,25,8,21,3,1,10,1,12,7,0,20,9,9,1,26,17,4,12,8,7,0,0,35,0,13,0,0,0,0,0
Bengali,beng1280,0,0,15,0,0,33,30,28,7,25,4,0,12,2,15,9,0,22,11,5,5,25,12,4,9,9,6,0,0,40,0,16,0,0,0,0,0
Bengali,beng1280,0,0,23,0,21,47,31,39,13,26,0,0,5,2,24,15,1,31,28,19,11,39,26,5,22,15,20,0,0,49,0,17,0,0,0,0,0
