,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
0,0.8016135787645061,,0.9933435487156549,0.9344399450737716,0.9981897143383875,-0.9922158746234473,-0.9720987553646572,0.9299221534630392,0.9953952920588869,-0.9858418800440895,0.9909422638619466,0.9957951701759012,0.9904120658831808,0.9936140822395747,-0.266381013618783,0.9954724899577599,0.9964229760799556,0.9871921485945923,-0.9541074499066149,0.9256565692362163,0.9850217729109101,0.9820307434240982,0.9569352011194415,-0.9582874404449705,0.9953608285941817,0.9937634353911247,-0.9956570094173505,0.9884969002712892,-0.9812171407388847,0.9943256987207731,-0.6507805555585251,0.9967447753329546,0.9874968302233649,0.995833184414734,-0.20264486772695797,0.9982797148832806,0.9960547966517677
0,0.7344755209740034,,0.9983474212941689,0.9794377611958697,0.9973351375515029,-0.9960294127408876,-0.9880779321076303,0.15467110223639385,0.9914663849523004,-0.9967130449715985,0.994537846147795,0.9987502392721952,0.9957559890808503,0.9968854509840757,-0.7740687581286786,0.9989735654601771,0.9986625263419029,0.9926392777576936,-0.924473838477974,0.9742205679295051,0.999387869505327,0.9897723689352895,0.9843945975458547,0.9847255745923955,0.9986029973989715,0.9980546423052984,-0.9525522087600775,0.9975554296586203,-0.989406103497468,0.9978234256857959,0.9988225798678252,0.9951955186643021,0.990167280634751,0.6618417387567335,-0.9957549735440949,0.9996028318008738,0.9929447005197849
0,0.9886420117155332,,0.9935833391309702,0.9968827988353312,0.9946111124623809,-0.9540162755374868,-0.9881598821744804,0.8871421422631366,0.987966468876306,-0.9907897526912351,0.9818929489245398,0.998529540118415,0.9910183326327922,0.9909487129347689,0.7837612115468336,0.9985940264192139,0.993416748267911,0.9821640183392828,-0.9878835385271215,0.7819900711691548,0.998170988358589,0.9812821011359368,0.9912855299209754,0.8135861955602794,0.9963557848767249,0.9938032821908795,-0.9830513264586622,0.9953187608063215,-0.9961872670070391,0.9906251884893551,0.8904084638200305,0.9959816153157471,0.9936894546877403,0.9754207408978931,-0.9249880607202773,0.9975908604730044,0.9973568373635056
0,0.968932138140734,,0.9972720713939132,0.9960652038791084,0.9986251226455345,-0.9870386463731822,-0.9916146867177458,-0.6729302894417177,0.9975243112440452,0.7436736804643092,0.9852659174256715,0.996510709640873,0.9915395547625211,0.9945278555595221,-0.9185430666166476,0.9985535032799226,0.9979420095887988,0.9915596965380454,-0.96819546467356,0.9404563899046379,0.9945608588367539,0.980670609163533,0.9938974246641155,0.9931693495233717,0.9990613569272805,0.9972636634794378,-0.9871113414927039,0.9942787039166169,-0.999539163829088,0.9982707077076773,-0.6581012167191778,0.9948148059365468,0.9943473195900219,0.9948763392039821,-0.9853512334504552,0.9995890772158899,0.9918437685233827
0,0.987781851463506,,0.9922926937182553,0.9963612283198169,0.9987126458282033,-0.9953854325941079,-0.983583203304469,0.9276218051306924,0.9837364246621049,-0.9977234538049314,0.9846419355444692,0.9974321665879411,0.9977593616524183,0.9985500491360657,0.7329201858819815,0.9993660666633704,0.9986752053241307,0.993127807856704,-0.9595867256385616,0.9106955579512326,0.9978934846003796,0.9540334735852558,0.9935559193049068,-0.9726131459116258,0.9985525054172897,0.9964612608736191,-0.9908917136280517,0.9909265710640046,-0.6651395691375315,0.996955906563665,0.9981019750908416,0.9961777200144919,0.9920657623084947,0.8333187296283044,-0.9659169305229799,0.9992662514826552,0.9979354799716316
0,0.9893132269007464,,0.9942741667046792,0.9376421797841422,0.9991049231113917,-0.9840851045136529,-0.9817630403931157,0.9263201851776324,0.9911257232372079,-0.9956497053468396,0.9908357162436213,0.9978653800353464,0.9966153785229191,0.9939467532929388,-0.29945865983977393,0.9954957344721728,0.9987042182116342,0.9881215865278993,-0.9837815416186604,0.8613873171002896,0.9965986969426743,0.9447275341539078,0.9917842587355594,0.3505854617719443,0.9968765956565825,0.9970925229835934,-0.9259490105039413,0.9990254297520423,0.9701643846056467,0.9963686089244034,0.16403168797483542,0.9969565106407556,0.9885107476905421,0.9981259222877252,-0.9457739804734949,0.9991310951679129,0.9931131976117344
0,0.574195478985992,,0.9973710980909452,0.9893707643725348,0.9962574469799628,-0.9837782507941439,-0.9858136125813063,0.9731644030347465,0.9956592199493614,-0.984282341071422,0.9908327567281267,0.9976474691372323,0.9949810555116264,0.9971154454840215,0.2671797305665271,0.9969482089016506,0.9988589069356979,0.9864789996156254,-0.9323915040234365,0.8017890235282964,0.9907023960257949,0.9922775809694231,0.9737471117121346,0.9397785345719218,0.9973785750668482,0.9934129979726396,-0.97449157111187,0.998573368593636,-0.7267978822309825,0.9979431032277728,-0.997762072366811,0.9972486663421517,0.985017620614278,0.9906992956750191,-0.9592911474664729,0.9994334686433098,0.9966595178576834
0,-0.8194023060737681,,0.9985498352242268,0.9982545104371823,0.9984163904885588,-0.9787320001158103,-0.9964172032646139,0.9968292539710825,0.9570731276149267,-0.9959869679311371,0.9892462752559785,0.9974191198525528,0.99717558626187,0.9986247010181987,0.20582780832107608,0.996951257447131,0.9968385414188506,0.9875531008569126,-0.989133710991616,0.8332426677532727,0.9906641650188772,0.9898731895192789,0.9957264515318008,-0.9469749510708053,0.9963862463160065,0.9975612622745336,-0.9745650761014802,0.9951231878356593,0.9988238847184608,0.9963115632467192,-0.9797588613708959,0.9982338372787827,0.996609011165026,0.9923208732881016,-0.9911984582327114,0.9983515295638509,0.9883984421225905
0,0.9802344198923844,,0.9935204398762105,0.9983234938819621,0.9759437936202919,-0.9931604862686134,0.08381890130800551,0.9624654730959677,0.9844308780175117,-0.9919056053967963,0.9852016276712782,0.9963513911202301,0.9865789309028938,0.9967294216209645,-0.8944422105042688,0.9981515667385559,0.9989167936343978,0.9962986675832496,-0.978057119011313,0.9006600589199848,0.9940825726036001,0.9903569064537384,0.989813527899903,0.8719714367288504,0.9928723118469495,0.9973039585653924,-0.9919473416640686,0.9982107044207896,0.9997674950257928,0.9925958796316079,0.9948209091904984,0.9975413208023312,0.9926007389585922,0.9969088681106416,-0.8266732773552533,0.9983566318734731,0.995539721288627
0,-0.6144487752215124,,0.9980928099352835,0.9957733294678996,0.9990120041298659,-0.9969055403121033,-0.9966972543013782,0.9825118852286058,0.9893689986541375,-0.9915612082615911,0.9899671467643679,0.9991647531273717,0.9962885669716536,0.9980282007765995,-0.840925281401244,0.9966743160195056,0.9987396373716952,0.9965982142591435,-0.9716682082679835,0.8386158328280393,0.9972195565057834,0.9968155874162268,0.9944422142325257,-0.9928211473255555,0.9967134331054877,0.9985739749830332,-0.9826419223248966,0.9979117873303162,-0.9996961026183419,0.9980532766084944,-0.9677682235507251,0.9965831218690139,0.9938592240476474,0.9870833945355926,-0.9823611839098424,0.9992932484447254,0.9981068844511377
