,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
81,0.8121044200348558,,2.367474284165087,1.4494455221610267,3.8057476183330454,2.0403939334271075,0.5167628123239718,0.2144558767558357,3.8467488308739073,0.7442085893981844,3.9973947721470875,8.54534180325599,4.149772325073998,2.4706323139312802,0.44893377333906326,6.178932515311544,4.9581383665738015,1.717486988338115,0.15840195914011376,1.4097110260310557,3.4685725859550685,1.2041773139869654,0.9009304858367475,0.567755436512199,4.7197380128026625,3.3636720583147213,1.1409604500064463,3.7530131054924865,0.9905462227409374,1.9312430031491292,1.0012826058012718,6.049103628989872,2.134253941718284,0.3637612477624501,2.6764609344408927,5.894944889365502,7.101141804039272
82,2.303040520939554,,2.243392237015126,7.663810823912558,4.665032782394742,3.0153641617119993,0.7086490117253755,0.16490906748377548,3.9830699938566436,0.7983174168820267,4.60632388162337,7.4856699040840144,4.605579161731033,2.9278952580120787,0.4309143357713984,6.987685951483333,4.919955372824545,2.5697315210785505,1.0430360580850009,0.6228551716002975,4.968371074917858,1.205508220421949,2.7591966887847397,0.16207232130745386,5.095326834552017,3.8335361001173403,1.368537396700641,6.630365338503437,9.536173216910802,2.323714545866483,8.259529743392642,6.591812421760742,1.2375719273758725,4.14318968951362,1.4331796917083686,11.310033062144415,6.686017255564856
83,1.705091478133769,,4.5373398830421605,8.218564401231555,6.288901660308659,2.6517851312516134,1.746031281944419,0.8440662883857528,6.925726355365732,0.5252526371941126,5.74514167789465,8.400276934104612,7.017110534109708,5.7385483036307665,0.2193957051499355,7.489278798859388,6.806157529915264,1.8778953238304366,0.7877715949996749,2.2374620645586094,5.591330327176627,1.5216785873487761,3.1228135085850908,0.33758592505666174,8.054990633725103,6.144521547821667,0.888133540640808,10.682663600185224,0.8662732759415206,3.598330808191495,3.478125720337157,9.364085875957176,2.5624868690833225,1.067383283283192,3.2029823120243313,12.558054153357634,10.54552516531361
84,4.049887457417391,,4.889460477245083,7.5566529035921794,6.788524673826865,3.087029577102181,1.6887083502428613,0.6149667778256741,5.700758783486905,1.6103032061566829,5.856115860313957,11.841939593269725,7.8356826054514,7.735182763333598,0.43094394513327183,8.70223218666072,9.854810024767508,3.3986564722588453,1.8540171526977696,4.070551099884994,6.111627009329884,2.17696627335913,2.5618777128056176,0.5169890421073131,7.6305350800961,7.406191579606479,2.249023317452869,8.273518335432138,6.505638182545319,4.88757593010625,3.2565273383120026,11.83764738338302,4.138858047513713,5.05412000661068,5.153918356734586,12.359243744626614,12.798156719700742
85,0.9488650227988098,,4.250868658893688,3.118783227283736,6.407316746255888,3.441202697728099,1.8201514941685681,0.18272308851903676,4.792267207557665,0.798113040370929,7.989691480729504,9.36234051171814,7.327761002576109,5.008927668964581,0.5445522942568508,8.864742692243055,7.611753430978752,1.931430595679842,1.35436330250915,2.241442253440503,8.016244501766778,1.9330313309906033,3.082841047778684,0.8618752064636368,7.288179326307151,5.775224989825135,1.7262718405196258,10.127763742261148,1.1370476254755277,4.284240372677866,4.361241435967291,5.8600584519281345,2.9921635869561385,6.377828969289633,2.488982361631737,11.00983698990464,6.008164635916691
86,1.801865431614265,,4.568445149116094,4.813791987648935,4.6140963315946,1.9105355672430209,0.6943281666393545,0.3265919345373159,2.9952382531598647,2.15187454103915,3.7302909555822037,7.333753516160031,4.852055297499217,4.786361440196144,0.22365565108945817,5.141079855638175,3.8610873040915434,1.5021515577658549,0.8813407876023538,2.192308798782119,3.9022498702111807,1.1346049097127713,1.5072356650378742,1.0919385525481617,5.645920967459987,3.5872678912472113,1.3459894464673396,6.934281097388359,9.137658459154666,3.1963204160533127,7.310167109629462,5.969436411202893,1.6135186445428709,7.768532745565096,1.3911360670529127,10.666979649383917,6.495960117734141
87,2.27133809331703,,4.8207020837445,7.607972132986084,7.998756215720744,4.010276835350394,2.117106764799916,0.776144487576706,5.670978623067753,2.676825085014108,11.200040963960756,13.906122676806188,9.667064441986865,5.958122514051957,1.5365232893112566,10.125612857589967,6.384201857804161,4.309894584880064,2.6418122877724253,2.0433885066252078,8.505565927071727,1.6428231500192745,2.706655159083302,1.213015897700326,8.524390822999813,7.513355839457373,2.4913691683705967,9.674519268278459,10.557647882661138,5.133219003800164,3.8968014156836985,11.45934631728834,2.643014473275519,10.957079117254647,3.9944457847953547,12.658524396784165,11.7686206131035
88,2.359230914708,,3.7710749967611936,5.368564606721899,4.81236766950952,2.0665689086607353,1.985965709022099,0.5538496013852374,0.7895272359766969,2.065088240337218,5.240685330019157,8.821888989341343,7.35178603088325,5.166055982588322,0.9658574774716016,6.278342574038371,4.774193642537001,2.6181231167423245,0.8511747702900893,0.5452474076727855,5.919030751259857,0.20714833740233618,1.4947803318657653,0.3384104775267314,6.80358414124367,4.3083889674254685,1.628842535325213,11.193462630514754,6.120412212106311,3.1573606328808363,3.5431275267113533,6.897284746620863,2.7197172552326703,3.642074317637559,1.0848567972415355,10.42570400812123,12.791288712270239
89,2.8551478108524813,,3.907252461631794,2.443852316546284,4.398430126019648,3.1533474942283424,1.4380323895245595,0.7783931587644092,2.9669473294210937,2.2021144211949046,7.377220256210082,9.91239476860618,7.427503850598746,6.094295074994989,0.3328011335479182,7.487004862304682,7.468943726025376,3.2924152308227366,0.9925508775482822,0.7174475216535876,5.831569174547359,2.274778635687913,1.5758897046803921,0.33063709328088914,5.82772936559861,3.7354441356867185,0.7710365923015466,2.8052343616346405,11.073905548430613,3.817485408313256,6.615014264501629,6.895850386358187,2.6749091601067714,3.450269573678144,0.5175049148090901,13.908560906760174,4.488563939910003
90,0.5452549342196905,,3.1150746255712196,9.437018347496839,4.36678745843299,2.4879246922931286,1.3380720178389747,0.5347550768232812,3.660457003677289,1.242537628676643,4.574906359688485,8.359090467456042,6.671711802283566,3.724071604668796,1.0475846494227654,5.850874624505181,4.172629237194336,2.393101804828817,1.4216731826809068,0.4691776254174139,4.505313155520487,1.470202706616841,1.6860195317841518,0.45351563147308793,5.401790176058801,3.4253825746963416,0.8766009440893812,4.355552606283356,3.1773634277965694,2.6026692525024218,0.721065291862997,5.9654100433058295,2.188471838189769,4.209593855985121,0.992935843372837,6.136412117818071,7.14470914135679
